1.0682 	WARNING 	sounddevice audio lib was requested but not loaded: sounddevice not working
63.4010 	EXP 	imageTrialCue_1: autoDraw = False
63.4010 	EXP 	imageTrialCue_2: autoDraw = False
63.4010 	EXP 	imageTrialCue_3: autoDraw = False
63.4010 	EXP 	imageTrialTarget_1: image = 'images/light_grey_box'
63.4010 	EXP 	imageTrialTarget_2: image = 'images/light_grey_box'
63.4010 	EXP 	imageTrialTarget_3: image = 'images/light_grey_box_with_target'
63.4036 	EXP 	imageTrialTarget_1: autoDraw = True
63.4036 	EXP 	imageTrialTarget_2: autoDraw = True
63.4036 	EXP 	imageTrialTarget_3: autoDraw = True
63.4825 	DATA 	Keypress: space
63.4850 	EXP 	imageTrialTarget_1: autoDraw = False
63.4850 	EXP 	imageTrialTarget_2: autoDraw = False
63.4850 	EXP 	imageTrialTarget_3: autoDraw = False
63.4850 	EXP 	textBlank500: autoDraw = True
63.9842 	EXP 	New trial (rep=0, index=14): OrderedDict([('image_cue_1', 'images/light_grey_box'), ('image_cue_2', 'images/light_grey_box'), ('image_cue_3', 'images/light_grey_box'), ('image_target_1', 'images/light_grey_box'), ('image_target_2', 'images/light_grey_box_with_target'), ('image_target_3', 'images/light_grey_box'), ('targetStart', 0), ('startTime', 0.5), ('endTime', 0.65)])
63.9856 	EXP 	textBlank500: autoDraw = False
63.9856 	EXP 	imageTrailBefore_1: autoDraw = True
63.9856 	EXP 	imageTrialBefore_2: autoDraw = True
63.9856 	EXP 	imageTrialBefore_3: autoDraw = True
64.9838 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
64.9954 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
65.0071 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
65.0204 	EXP 	imageTrailBefore_1: autoDraw = False
65.0204 	EXP 	imageTrialBefore_2: autoDraw = False
65.0204 	EXP 	imageTrialBefore_3: autoDraw = False
65.0204 	EXP 	imageTrailBefore_1: autoDraw = False
65.0204 	EXP 	imageTrialBefore_2: autoDraw = False
65.0204 	EXP 	imageTrialBefore_3: autoDraw = False
65.0204 	EXP 	imageTrialCue_1: image = 'images/light_grey_box'
65.0204 	EXP 	imageTrialCue_2: image = 'images/light_grey_box'
65.0204 	EXP 	imageTrialCue_3: image = 'images/light_grey_box'
65.0204 	EXP 	imageTrialCue_1: autoDraw = True
65.0204 	EXP 	imageTrialCue_2: autoDraw = True
65.0204 	EXP 	imageTrialCue_3: autoDraw = True
65.1343 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
65.1461 	WARNING 	Requested image 'images/light_grey_box_with_target' not found but similar filename 'images/light_grey_box_with_target.png' exists. This will be used instead but changing the filename is advised.
65.1596 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
65.1727 	EXP 	imageTrialCue_1: autoDraw = False
65.1727 	EXP 	imageTrialCue_2: autoDraw = False
65.1727 	EXP 	imageTrialCue_3: autoDraw = False
65.1727 	EXP 	imageTrialTarget_1: image = 'images/light_grey_box'
65.1727 	EXP 	imageTrialTarget_2: image = 'images/light_grey_box_with_target'
65.1727 	EXP 	imageTrialTarget_3: image = 'images/light_grey_box'
65.1738 	EXP 	imageTrialTarget_1: autoDraw = True
65.1738 	EXP 	imageTrialTarget_2: autoDraw = True
65.1738 	EXP 	imageTrialTarget_3: autoDraw = True
65.3214 	EXP 	imageTrialTarget_1: autoDraw = False
65.3214 	EXP 	imageTrialTarget_2: autoDraw = False
65.3214 	EXP 	imageTrialTarget_3: autoDraw = False
65.4337 	DATA 	Keypress: space
65.4362 	EXP 	imageTrialTarget_1: autoDraw = False
65.4362 	EXP 	imageTrialTarget_2: autoDraw = False
65.4362 	EXP 	imageTrialTarget_3: autoDraw = False
65.4362 	EXP 	textBlank500: autoDraw = True
65.9345 	EXP 	New trial (rep=0, index=15): OrderedDict([('image_cue_1', 'images/light_grey_box_with_cue'), ('image_cue_2', 'images/light_grey_box'), ('image_cue_3', 'images/light_grey_box'), ('image_target_1', 'images/light_grey_box'), ('image_target_2', 'images/light_grey_box_with_target'), ('image_target_3', 'images/light_grey_box'), ('targetStart', 0), ('startTime', 0.1), ('endTime', 0.25)])
65.9369 	EXP 	textBlank500: autoDraw = False
65.9369 	EXP 	textBlank500: autoDraw = False
65.9369 	EXP 	imageTrailBefore_1: autoDraw = True
65.9369 	EXP 	imageTrialBefore_2: autoDraw = True
65.9369 	EXP 	imageTrialBefore_3: autoDraw = True
66.9351 	WARNING 	Requested image 'images/light_grey_box_with_cue' not found but similar filename 'images/light_grey_box_with_cue.png' exists. This will be used instead but changing the filename is advised.
66.9488 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
66.9603 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
66.9737 	EXP 	imageTrailBefore_1: autoDraw = False
66.9737 	EXP 	imageTrialBefore_2: autoDraw = False
66.9737 	EXP 	imageTrialBefore_3: autoDraw = False
66.9737 	EXP 	imageTrailBefore_1: autoDraw = False
66.9737 	EXP 	imageTrialBefore_2: autoDraw = False
66.9737 	EXP 	imageTrialBefore_3: autoDraw = False
66.9737 	EXP 	imageTrialCue_1: image = 'images/light_grey_box_with_cue'
66.9737 	EXP 	imageTrialCue_2: image = 'images/light_grey_box'
66.9737 	EXP 	imageTrialCue_3: image = 'images/light_grey_box'
66.9737 	EXP 	imageTrialCue_1: autoDraw = True
66.9737 	EXP 	imageTrialCue_2: autoDraw = True
66.9737 	EXP 	imageTrialCue_3: autoDraw = True
67.0859 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
67.0977 	WARNING 	Requested image 'images/light_grey_box_with_target' not found but similar filename 'images/light_grey_box_with_target.png' exists. This will be used instead but changing the filename is advised.
67.1112 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
67.1244 	EXP 	imageTrialCue_1: autoDraw = False
67.1244 	EXP 	imageTrialCue_2: autoDraw = False
67.1244 	EXP 	imageTrialCue_3: autoDraw = False
67.1244 	EXP 	imageTrialTarget_1: image = 'images/light_grey_box'
67.1244 	EXP 	imageTrialTarget_2: image = 'images/light_grey_box_with_target'
67.1244 	EXP 	imageTrialTarget_3: image = 'images/light_grey_box'
67.1270 	EXP 	imageTrialTarget_1: autoDraw = True
67.1270 	EXP 	imageTrialTarget_2: autoDraw = True
67.1270 	EXP 	imageTrialTarget_3: autoDraw = True
67.2716 	EXP 	imageTrialTarget_1: autoDraw = False
67.2716 	EXP 	imageTrialTarget_2: autoDraw = False
67.2716 	EXP 	imageTrialTarget_3: autoDraw = False
67.3397 	DATA 	Keypress: space
67.3421 	EXP 	imageTrialTarget_1: autoDraw = False
67.3421 	EXP 	imageTrialTarget_2: autoDraw = False
67.3421 	EXP 	imageTrialTarget_3: autoDraw = False
67.3421 	EXP 	textBlank500: autoDraw = True
67.8402 	EXP 	New trial (rep=0, index=16): OrderedDict([('image_cue_1', 'images/light_grey_box'), ('image_cue_2', 'images/light_grey_box'), ('image_cue_3', 'images/light_grey_box'), ('image_target_1', 'images/light_grey_box'), ('image_target_2', 'images/light_grey_box_with_target'), ('image_target_3', 'images/light_grey_box'), ('targetStart', 0), ('startTime', 0.3), ('endTime', 0.45)])
67.8416 	EXP 	textBlank500: autoDraw = False
67.8416 	EXP 	textBlank500: autoDraw = False
67.8416 	EXP 	imageTrailBefore_1: autoDraw = True
67.8416 	EXP 	imageTrialBefore_2: autoDraw = True
67.8416 	EXP 	imageTrialBefore_3: autoDraw = True
68.8405 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
68.8522 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
68.8639 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
68.8755 	DATA 	Keypress: space
68.8775 	EXP 	imageTrailBefore_1: autoDraw = False
68.8775 	EXP 	imageTrialBefore_2: autoDraw = False
68.8775 	EXP 	imageTrialBefore_3: autoDraw = False
68.8775 	EXP 	imageTrailBefore_1: autoDraw = False
68.8775 	EXP 	imageTrialBefore_2: autoDraw = False
68.8775 	EXP 	imageTrialBefore_3: autoDraw = False
68.8775 	EXP 	imageTrialCue_1: image = 'images/light_grey_box'
68.8775 	EXP 	imageTrialCue_2: image = 'images/light_grey_box'
68.8775 	EXP 	imageTrialCue_3: image = 'images/light_grey_box'
68.8775 	EXP 	imageTrialCue_1: autoDraw = True
68.8775 	EXP 	imageTrialCue_2: autoDraw = True
68.8775 	EXP 	imageTrialCue_3: autoDraw = True
68.9918 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
69.0036 	WARNING 	Requested image 'images/light_grey_box_with_target' not found but similar filename 'images/light_grey_box_with_target.png' exists. This will be used instead but changing the filename is advised.
69.0172 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
69.0307 	EXP 	imageTrialCue_1: autoDraw = False
69.0307 	EXP 	imageTrialCue_2: autoDraw = False
69.0307 	EXP 	imageTrialCue_3: autoDraw = False
69.0307 	EXP 	imageTrialTarget_1: image = 'images/light_grey_box'
69.0307 	EXP 	imageTrialTarget_2: image = 'images/light_grey_box_with_target'
69.0307 	EXP 	imageTrialTarget_3: image = 'images/light_grey_box'
69.0307 	EXP 	imageTrialTarget_1: autoDraw = True
69.0307 	EXP 	imageTrialTarget_2: autoDraw = True
69.0307 	EXP 	imageTrialTarget_3: autoDraw = True
69.1777 	EXP 	imageTrialTarget_1: autoDraw = False
69.1777 	EXP 	imageTrialTarget_2: autoDraw = False
69.1777 	EXP 	imageTrialTarget_3: autoDraw = False
70.9339 	DATA 	Keypress: space
70.9364 	EXP 	imageTrialTarget_1: autoDraw = False
70.9364 	EXP 	imageTrialTarget_2: autoDraw = False
70.9364 	EXP 	imageTrialTarget_3: autoDraw = False
70.9364 	EXP 	textBlank500: autoDraw = True
71.4352 	EXP 	New trial (rep=0, index=17): OrderedDict([('image_cue_1', 'images/light_grey_box'), ('image_cue_2', 'images/light_grey_box'), ('image_cue_3', 'images/light_grey_box'), ('image_target_1', 'images/light_grey_box'), ('image_target_2', 'images/light_grey_box_with_target'), ('image_target_3', 'images/light_grey_box'), ('targetStart', 0), ('startTime', 0.3), ('endTime', 0.45)])
71.4366 	EXP 	textBlank500: autoDraw = False
71.4366 	EXP 	textBlank500: autoDraw = False
71.4366 	EXP 	imageTrailBefore_1: autoDraw = True
71.4366 	EXP 	imageTrialBefore_2: autoDraw = True
71.4366 	EXP 	imageTrialBefore_3: autoDraw = True
72.3725 	DATA 	Keypress: space
72.4352 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
72.4470 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
72.4587 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
72.4725 	EXP 	imageTrailBefore_1: autoDraw = False
72.4725 	EXP 	imageTrialBefore_2: autoDraw = False
72.4725 	EXP 	imageTrialBefore_3: autoDraw = False
72.4725 	EXP 	imageTrailBefore_1: autoDraw = False
72.4725 	EXP 	imageTrialBefore_2: autoDraw = False
72.4725 	EXP 	imageTrialBefore_3: autoDraw = False
72.4725 	EXP 	imageTrialCue_1: image = 'images/light_grey_box'
72.4725 	EXP 	imageTrialCue_2: image = 'images/light_grey_box'
72.4725 	EXP 	imageTrialCue_3: image = 'images/light_grey_box'
72.4725 	EXP 	imageTrialCue_1: autoDraw = True
72.4725 	EXP 	imageTrialCue_2: autoDraw = True
72.4725 	EXP 	imageTrialCue_3: autoDraw = True
72.5871 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
72.6000 	WARNING 	Requested image 'images/light_grey_box_with_target' not found but similar filename 'images/light_grey_box_with_target.png' exists. This will be used instead but changing the filename is advised.
72.6146 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
72.6278 	EXP 	imageTrialCue_1: autoDraw = False
72.6278 	EXP 	imageTrialCue_2: autoDraw = False
72.6278 	EXP 	imageTrialCue_3: autoDraw = False
72.6278 	EXP 	imageTrialTarget_1: image = 'images/light_grey_box'
72.6278 	EXP 	imageTrialTarget_2: image = 'images/light_grey_box_with_target'
72.6278 	EXP 	imageTrialTarget_3: image = 'images/light_grey_box'
72.6433 	EXP 	imageTrialTarget_1: autoDraw = True
72.6433 	EXP 	imageTrialTarget_2: autoDraw = True
72.6433 	EXP 	imageTrialTarget_3: autoDraw = True
72.7866 	EXP 	imageTrialTarget_1: autoDraw = False
72.7866 	EXP 	imageTrialTarget_2: autoDraw = False
72.7866 	EXP 	imageTrialTarget_3: autoDraw = False
74.8496 	DATA 	Keypress: space
74.8521 	EXP 	imageTrialTarget_1: autoDraw = False
74.8521 	EXP 	imageTrialTarget_2: autoDraw = False
74.8521 	EXP 	imageTrialTarget_3: autoDraw = False
74.8521 	EXP 	textBlank500: autoDraw = True
75.3510 	EXP 	New trial (rep=0, index=18): OrderedDict([('image_cue_1', 'images/light_grey_box_with_cue'), ('image_cue_2', 'images/light_grey_box'), ('image_cue_3', 'images/light_grey_box'), ('image_target_1', 'images/light_grey_box'), ('image_target_2', 'images/light_grey_box_with_target'), ('image_target_3', 'images/light_grey_box'), ('targetStart', 0), ('startTime', 0.05), ('endTime', 0.2)])
75.3529 	EXP 	textBlank500: autoDraw = False
75.3529 	EXP 	imageTrailBefore_1: autoDraw = True
75.3529 	EXP 	imageTrialBefore_2: autoDraw = True
75.3529 	EXP 	imageTrialBefore_3: autoDraw = True
76.3515 	WARNING 	Requested image 'images/light_grey_box_with_cue' not found but similar filename 'images/light_grey_box_with_cue.png' exists. This will be used instead but changing the filename is advised.
76.3652 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
76.3769 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
76.3902 	EXP 	imageTrailBefore_1: autoDraw = False
76.3902 	EXP 	imageTrialBefore_2: autoDraw = False
76.3902 	EXP 	imageTrialBefore_3: autoDraw = False
76.3902 	EXP 	imageTrialCue_1: image = 'images/light_grey_box_with_cue'
76.3902 	EXP 	imageTrialCue_2: image = 'images/light_grey_box'
76.3902 	EXP 	imageTrialCue_3: image = 'images/light_grey_box'
76.3902 	EXP 	imageTrialCue_1: autoDraw = True
76.3902 	EXP 	imageTrialCue_2: autoDraw = True
76.3902 	EXP 	imageTrialCue_3: autoDraw = True
76.5010 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
76.5133 	WARNING 	Requested image 'images/light_grey_box_with_target' not found but similar filename 'images/light_grey_box_with_target.png' exists. This will be used instead but changing the filename is advised.
76.5273 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
76.5409 	EXP 	imageTrialCue_1: autoDraw = False
76.5409 	EXP 	imageTrialCue_2: autoDraw = False
76.5409 	EXP 	imageTrialCue_3: autoDraw = False
76.5409 	EXP 	imageTrialTarget_1: image = 'images/light_grey_box'
76.5409 	EXP 	imageTrialTarget_2: image = 'images/light_grey_box_with_target'
76.5409 	EXP 	imageTrialTarget_3: image = 'images/light_grey_box'
76.5409 	EXP 	imageTrialTarget_1: autoDraw = True
76.5409 	EXP 	imageTrialTarget_2: autoDraw = True
76.5409 	EXP 	imageTrialTarget_3: autoDraw = True
76.6227 	DATA 	Keypress: space
76.6252 	EXP 	imageTrialTarget_1: autoDraw = False
76.6252 	EXP 	imageTrialTarget_2: autoDraw = False
76.6252 	EXP 	imageTrialTarget_3: autoDraw = False
76.6252 	EXP 	textBlank500: autoDraw = True
77.1231 	EXP 	New trial (rep=0, index=19): OrderedDict([('image_cue_1', 'images/light_grey_box_with_cue'), ('image_cue_2', 'images/light_grey_box'), ('image_cue_3', 'images/light_grey_box'), ('image_target_1', 'images/light_grey_box'), ('image_target_2', 'images/light_grey_box_with_target'), ('image_target_3', 'images/light_grey_box'), ('targetStart', 0), ('startTime', 0.2), ('endTime', 0.35)])
77.1254 	EXP 	textBlank500: autoDraw = False
77.1254 	EXP 	textBlank500: autoDraw = False
77.1254 	EXP 	imageTrailBefore_1: autoDraw = True
77.1254 	EXP 	imageTrialBefore_2: autoDraw = True
77.1254 	EXP 	imageTrialBefore_3: autoDraw = True
78.1235 	WARNING 	Requested image 'images/light_grey_box_with_cue' not found but similar filename 'images/light_grey_box_with_cue.png' exists. This will be used instead but changing the filename is advised.
78.1374 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
78.1491 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
78.1624 	EXP 	imageTrailBefore_1: autoDraw = False
78.1624 	EXP 	imageTrialBefore_2: autoDraw = False
78.1624 	EXP 	imageTrialBefore_3: autoDraw = False
78.1624 	EXP 	imageTrailBefore_1: autoDraw = False
78.1624 	EXP 	imageTrialBefore_2: autoDraw = False
78.1624 	EXP 	imageTrialBefore_3: autoDraw = False
78.1624 	EXP 	imageTrialCue_1: image = 'images/light_grey_box_with_cue'
78.1624 	EXP 	imageTrialCue_2: image = 'images/light_grey_box'
78.1624 	EXP 	imageTrialCue_3: image = 'images/light_grey_box'
78.1624 	EXP 	imageTrialCue_1: autoDraw = True
78.1624 	EXP 	imageTrialCue_2: autoDraw = True
78.1624 	EXP 	imageTrialCue_3: autoDraw = True
78.2750 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
78.2867 	WARNING 	Requested image 'images/light_grey_box_with_target' not found but similar filename 'images/light_grey_box_with_target.png' exists. This will be used instead but changing the filename is advised.
78.3005 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
78.3138 	EXP 	imageTrialCue_1: autoDraw = False
78.3138 	EXP 	imageTrialCue_2: autoDraw = False
78.3138 	EXP 	imageTrialCue_3: autoDraw = False
78.3138 	EXP 	imageTrialTarget_1: image = 'images/light_grey_box'
78.3138 	EXP 	imageTrialTarget_2: image = 'images/light_grey_box_with_target'
78.3138 	EXP 	imageTrialTarget_3: image = 'images/light_grey_box'
78.3211 	EXP 	imageTrialTarget_1: autoDraw = True
78.3211 	EXP 	imageTrialTarget_2: autoDraw = True
78.3211 	EXP 	imageTrialTarget_3: autoDraw = True
78.4776 	EXP 	imageTrialTarget_1: autoDraw = False
78.4776 	EXP 	imageTrialTarget_2: autoDraw = False
78.4776 	EXP 	imageTrialTarget_3: autoDraw = False
78.5125 	DATA 	Keypress: space
78.5165 	EXP 	imageTrialTarget_1: autoDraw = False
78.5165 	EXP 	imageTrialTarget_2: autoDraw = False
78.5165 	EXP 	imageTrialTarget_3: autoDraw = False
78.5165 	EXP 	textBlank500: autoDraw = True
79.0151 	EXP 	New trial (rep=0, index=20): OrderedDict([('image_cue_1', 'images/light_grey_box'), ('image_cue_2', 'images/light_grey_box'), ('image_cue_3', 'images/light_grey_box_with_cue'), ('image_target_1', 'images/light_grey_box'), ('image_target_2', 'images/light_grey_box'), ('image_target_3', 'images/light_grey_box'), ('targetStart', 0), ('startTime', 0.2), ('endTime', 0.35)])
79.0176 	EXP 	textBlank500: autoDraw = False
79.0176 	EXP 	textBlank500: autoDraw = False
79.0176 	EXP 	imageTrailBefore_1: autoDraw = True
79.0176 	EXP 	imageTrialBefore_2: autoDraw = True
79.0176 	EXP 	imageTrialBefore_3: autoDraw = True
80.0168 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
80.0285 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
80.0398 	WARNING 	Requested image 'images/light_grey_box_with_cue' not found but similar filename 'images/light_grey_box_with_cue.png' exists. This will be used instead but changing the filename is advised.
80.0547 	EXP 	imageTrailBefore_1: autoDraw = False
80.0547 	EXP 	imageTrialBefore_2: autoDraw = False
80.0547 	EXP 	imageTrialBefore_3: autoDraw = False
80.0547 	EXP 	imageTrialCue_1: image = 'images/light_grey_box'
80.0547 	EXP 	imageTrialCue_2: image = 'images/light_grey_box'
80.0547 	EXP 	imageTrialCue_3: image = 'images/light_grey_box_with_cue'
80.0547 	EXP 	imageTrialCue_1: autoDraw = True
80.0547 	EXP 	imageTrialCue_2: autoDraw = True
80.0547 	EXP 	imageTrialCue_3: autoDraw = True
80.1666 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
80.1783 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
80.1899 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
80.2018 	DATA 	Keypress: space
80.2034 	EXP 	imageTrialCue_1: autoDraw = False
80.2034 	EXP 	imageTrialCue_2: autoDraw = False
80.2034 	EXP 	imageTrialCue_3: autoDraw = False
80.2034 	EXP 	imageTrialTarget_1: image = 'images/light_grey_box'
80.2034 	EXP 	imageTrialTarget_2: image = 'images/light_grey_box'
80.2034 	EXP 	imageTrialTarget_3: image = 'images/light_grey_box'
80.2124 	EXP 	imageTrialTarget_1: autoDraw = True
80.2124 	EXP 	imageTrialTarget_2: autoDraw = True
80.2124 	EXP 	imageTrialTarget_3: autoDraw = True
80.3511 	EXP 	imageTrialTarget_1: autoDraw = False
80.3511 	EXP 	imageTrialTarget_2: autoDraw = False
80.3511 	EXP 	imageTrialTarget_3: autoDraw = False
82.6180 	DATA 	Keypress: space
82.6204 	EXP 	imageTrialTarget_1: autoDraw = False
82.6204 	EXP 	imageTrialTarget_2: autoDraw = False
82.6204 	EXP 	imageTrialTarget_3: autoDraw = False
82.6204 	EXP 	textBlank500: autoDraw = True
83.1190 	EXP 	New trial (rep=0, index=21): OrderedDict([('image_cue_1', 'images/light_grey_box'), ('image_cue_2', 'images/light_grey_box'), ('image_cue_3', 'images/light_grey_box'), ('image_target_1', 'images/light_grey_box'), ('image_target_2', 'images/light_grey_box_with_target'), ('image_target_3', 'images/light_grey_box'), ('targetStart', 0), ('startTime', 0.05), ('endTime', 0.2)])
83.1203 	EXP 	textBlank500: autoDraw = False
83.1203 	EXP 	textBlank500: autoDraw = False
83.1203 	EXP 	imageTrailBefore_1: autoDraw = True
83.1203 	EXP 	imageTrialBefore_2: autoDraw = True
83.1203 	EXP 	imageTrialBefore_3: autoDraw = True
84.1196 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
84.1313 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
84.1429 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
84.1563 	EXP 	imageTrailBefore_1: autoDraw = False
84.1563 	EXP 	imageTrialBefore_2: autoDraw = False
84.1563 	EXP 	imageTrialBefore_3: autoDraw = False
84.1563 	EXP 	imageTrailBefore_1: autoDraw = False
84.1563 	EXP 	imageTrialBefore_2: autoDraw = False
84.1563 	EXP 	imageTrialBefore_3: autoDraw = False
84.1563 	EXP 	imageTrialCue_1: image = 'images/light_grey_box'
84.1563 	EXP 	imageTrialCue_2: image = 'images/light_grey_box'
84.1563 	EXP 	imageTrialCue_3: image = 'images/light_grey_box'
84.1563 	EXP 	imageTrialCue_1: autoDraw = True
84.1563 	EXP 	imageTrialCue_2: autoDraw = True
84.1563 	EXP 	imageTrialCue_3: autoDraw = True
84.2711 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
84.2829 	WARNING 	Requested image 'images/light_grey_box_with_target' not found but similar filename 'images/light_grey_box_with_target.png' exists. This will be used instead but changing the filename is advised.
84.2964 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
84.3092 	EXP 	imageTrialCue_1: autoDraw = False
84.3092 	EXP 	imageTrialCue_2: autoDraw = False
84.3092 	EXP 	imageTrialCue_3: autoDraw = False
84.3092 	EXP 	imageTrialTarget_1: image = 'images/light_grey_box'
84.3092 	EXP 	imageTrialTarget_2: image = 'images/light_grey_box_with_target'
84.3092 	EXP 	imageTrialTarget_3: image = 'images/light_grey_box'
84.3137 	EXP 	imageTrialTarget_1: autoDraw = True
84.3137 	EXP 	imageTrialTarget_2: autoDraw = True
84.3137 	EXP 	imageTrialTarget_3: autoDraw = True
84.4570 	EXP 	imageTrialTarget_1: autoDraw = False
84.4570 	EXP 	imageTrialTarget_2: autoDraw = False
84.4570 	EXP 	imageTrialTarget_3: autoDraw = False
84.5246 	DATA 	Keypress: space
84.5270 	EXP 	imageTrialTarget_1: autoDraw = False
84.5270 	EXP 	imageTrialTarget_2: autoDraw = False
84.5270 	EXP 	imageTrialTarget_3: autoDraw = False
84.5270 	EXP 	textBlank500: autoDraw = True
85.0258 	EXP 	New trial (rep=0, index=22): OrderedDict([('image_cue_1', 'images/light_grey_box_with_cue'), ('image_cue_2', 'images/light_grey_box'), ('image_cue_3', 'images/light_grey_box'), ('image_target_1', 'images/light_grey_box'), ('image_target_2', 'images/light_grey_box_with_target'), ('image_target_3', 'images/light_grey_box'), ('targetStart', 0), ('startTime', 0.1), ('endTime', 0.25)])
85.0272 	EXP 	textBlank500: autoDraw = False
85.0272 	EXP 	imageTrailBefore_1: autoDraw = True
85.0272 	EXP 	imageTrialBefore_2: autoDraw = True
85.0272 	EXP 	imageTrialBefore_3: autoDraw = True
86.0255 	WARNING 	Requested image 'images/light_grey_box_with_cue' not found but similar filename 'images/light_grey_box_with_cue.png' exists. This will be used instead but changing the filename is advised.
86.0391 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
86.0505 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
86.0636 	EXP 	imageTrailBefore_1: autoDraw = False
86.0636 	EXP 	imageTrialBefore_2: autoDraw = False
86.0636 	EXP 	imageTrialBefore_3: autoDraw = False
86.0636 	EXP 	imageTrailBefore_1: autoDraw = False
86.0636 	EXP 	imageTrialBefore_2: autoDraw = False
86.0636 	EXP 	imageTrialBefore_3: autoDraw = False
86.0636 	EXP 	imageTrialCue_1: image = 'images/light_grey_box_with_cue'
